"Judgenum","judge","nomination_date","confirmation_date","confirmation_vote","appointed_by","pres_start_date","start_active_date","end_active_date","end_senior_date","court","court_type","months_from_inauguration"
39,"Tate Jr., Albert","1979-07-31","1979-10-04",NA,"Jimmy Carter","1977-01-01","1979-10-05","1986-03-27","4712-12-31","Fifth","District",33
40,"Alarcon, Arthur Lawrence","1979-08-28","1979-10-31",NA,"Jimmy Carter","1977-01-01","1979-11-02","1992-11-21","2015-01-28","Ninth","District",34
41,"Clark, Thomas Alonzo","1979-08-28","1979-10-31",NA,"Jimmy Carter","1977-01-01","1979-11-02","1981-10-01","4712-12-31","Fifth","District",34
42,"Pregerson, Harry","1979-08-28","1979-10-31",NA,"Jimmy Carter","1977-01-01","1979-11-02","2015-12-11","2017-11-25","Ninth","District",34
43,"Seymour, Stephanie Kulp","1979-08-28","1979-10-31",NA,"Jimmy Carter","1977-01-01","1979-11-02","2005-10-16","2018-01-10","Tenth","District",34
44,"Ferguson, Warren J.","1979-09-28","1979-11-26",NA,"Jimmy Carter","1977-01-01","1979-11-27","1986-07-31","2008-06-25","Ninth","District",34
45,"Poole, Cecil F.","1979-10-11","1979-11-26",NA,"Jimmy Carter","1977-01-01","1979-11-27","1996-01-15","1997-11-12","Ninth","District",34
46,"Nelson, Dorothy Wright","1979-09-28","1979-12-19",NA,"Jimmy Carter","1977-01-01","1979-12-20","1995-01-01","2018-01-10","Ninth","District",35
47,"Arnold, Richard S.","1979-12-19","1980-02-20",NA,"Jimmy Carter","1977-01-01","1980-02-20","2001-04-01","2004-09-23","Eighth","District",37
48,"Edwards, Harry T.","1979-12-06","1980-02-20",NA,"Jimmy Carter","1977-01-01","1980-02-20","2005-11-03","2018-01-10","D.C.","District",37
49,"Canby, William","1980-04-02","1980-05-21",NA,"Jimmy Carter","1977-01-01","1980-05-23","1996-05-23","2018-01-10","Ninth","District",40
50,"Ervin III, Samuel James","1980-04-02","1980-05-21",NA,"Jimmy Carter","1977-01-01","1980-05-23","1999-09-18","4712-12-31","Fourth","District",40
51,"Boochever, Robert","1980-05-22","1980-06-18",NA,"Jimmy Carter","1977-01-01","1980-06-18","1986-06-10","2011-10-09","Ninth","District",41
52,"Ginsburg, Ruth Bader","1980-04-14","1980-06-18",NA,"Jimmy Carter","1977-01-01","1980-06-18","1993-08-09","4712-12-31","D.C.","District",41
53,"Norris, William Albert","1980-02-27","1980-06-18",NA,"Jimmy Carter","1977-01-01","1980-06-18","1994-07-07","1997-10-24","Ninth","District",41
54,"Williams, Jerre Stockton","1980-04-14","1980-06-18",NA,"Jimmy Carter","1977-01-01","1980-06-18","1990-07-02","1993-08-29","Fifth","District",41
55,"Reinhardt, Stephen","1979-11-30","1980-09-11",NA,"Jimmy Carter","1977-01-01","1980-09-11","2018-01-10","4712-12-31","Ninth","District",44
56,"Breyer, Stephen","1980-11-13","1980-12-09",NA,"Jimmy Carter","1977-01-01","1980-12-10","1994-08-02","4712-12-31","First","District",47
NA,"Ainsworth, Jr., Robert Andrew",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-07-22","1981-12-22",NA,"Fifth","District",30
NA,"Aldisert, Ruggero J.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-07-29","1986-12-31","2014-12-28","Third","District",54
NA,"Anderson, Robert P.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1964-08-15","1971-05-01","1978-05-02","Second","District",7
NA,"Bright, Myron H.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-06-07","1985-06-01","2016-12-12","Eighth","District",53
NA,"Butzner, Jr., John Decker",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1967-07-31","1982-11-01","2006-01-20","Fourth","District",42
NA,"Carter, James Marshall",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1967-11-16","1971-09-30","1979-11-18","Ninth","District",46
NA,"Celebrezze, Anthony J.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-08-19","1980-10-01","1998-10-29","Sixth","District",19
NA,"Clayton, Claude Feemster",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1967-10-27","1969-07-04",NA,"Fifth","District",45
NA,"Coffin, Frank M.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-10-02","1989-02-01","2009-12-07","First","District",21
NA,"Coleman, James P.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-07-26","1981-05-31","1984-01-31","Fifth","District",18
NA,"Combs, Bert T.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1967-04-05","1970-06-05",NA,"Sixth","District",39
NA,"Craven, Jr., James Braxton",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-06-29","1977-05-03",NA,"Fourth","District",29
NA,"Cummings, Jr., Walter J.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-08-11","1999-04-24",NA,"Seventh","District",31
NA,"Dyer, David W.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-08-25","1976-09-30","1998-06-07","Fifth","District",31
NA,"Ely, Jr., Walter Raleigh",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1964-07-02","1979-10-31","1984-10-09","Ninth","District",6
NA,"Fairchild, Thomas E.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-08-11","1981-08-31","2007-02-12","Seventh","District",31
NA,"Feinberg, Wilfred",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-03-07","1991-01-31","2014-07-31","Second","District",26
NA,"Freedman, Abraham Lincoln",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1964-07-02","1971-03-13",NA,"Third","District",6
NA,"Gibson, Floyd Robert",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-06-08","1979-12-31","2001-10-04","Eighth","District",17
NA,"Godbold, John Cooper",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-07-22","1987-10-23","2009-12-22","Fifth","District",30
NA,"Goldberg, Irving Loeb",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-07-22","1980-01-31","1995-02-11","Fifth","District",30
NA,"Heaney, Gerald William",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-11-03","1988-12-31","2006-08-31","Eighth","District",34
NA,"Hickey, John J.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-06-09","1970-09-22",NA,"Tenth","District",29
NA,"Holloway, Jr., William Judson",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-09-16","1992-05-31","2014-04-25","Tenth","District",56
NA,"Hufstedler, Shirley",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-09-12","1979-12-05",NA,"Ninth","District",56
NA,"Kerner, Jr., Otto",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-04-22","1974-07-22",NA,"Seventh","District",51
NA,"Lay, Donald P.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-07-22","1992-01-07","2007-04-29","Eighth","District",30
NA,"Leventhal, Harold",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-04-07","1979-11-20",NA,"D.C. Cir.","District",15
NA,"McCree, Jr., Wade Hampton",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-09-07","1977-03-28",NA,"Sixth","District",32
NA,"McEntee, Edward",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-09-01","1976-12-31","1981-02-14","First","District",20
NA,"Morgan, Lewis Render",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-07-25","1978-09-01","2001-11-15","Fifth","District",54
NA,"Peck II, John Weld",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-07-22","1978-07-01","1993-09-07","Sixth","District",30
NA,"Robinson III, Spottswood William",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-11-03","1989-09-01","1998-10-11","D.C. Cir.","District",34
NA,"Seitz, Collins J.",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-06-09","1989-06-01","1998-10-16","Third","District",29
NA,"Simpson, John Milton Bryan",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-11-03","1975-06-30","1987-08-22","Fifth","District",34
NA,"Stahl, David Henry",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1968-10-11","1970-02-21",NA,"Third","District",57
NA,"Tamm, Edward Allen",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-03-11","1985-09-22",NA,"D.C. Cir.","District",14
NA,"Thornberry, Homer",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1965-07-01","1978-12-21","1995-12-12","Fifth","District",18
NA,"Van Dusen, Francis Lund",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1967-06-12","1977-05-16","1993-05-26","Third","District",41
NA,"Winter, Harrison Lee",NA,NA,NA,"Lyndon B. Johnson","1964-01-01","1966-06-24","1990-01-01","1990-04-10","Fourth","District",29
1,"Warren, Robert W.Robe","1974-08-08","1974-08-22",NA,"Gerald Ford","1974-01-01","1974-08-27","1991-08-01","1998-08-20","E.D. Wis.","District",7
2,"Alsop, Donald D.Dona","1974-08-08","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1992-08-28","2018-01-10","D. Minn.","District",11
3,"Cahn, Edward N.","1974-11-18","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1998-12-31","4712-12-31","E.D. Pa.","District",11
4,"Churchill, James Paul","1974-12-02","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1989-12-31","2018-01-10","E.D. Mich.","District",11
5,"Clarke Jr., Joseph Calvitt","1974-12-11","1974-12-19",NA,"Gerald Ford","1974-01-01","1974-12-20","1991-07-31","2004-05-06","E.D. Va.","District",11
6,"Cook, H. Dale","1974-12-02","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1992-01-01","2008-09-22","E.D. Okla.N.D. Okla.W.D. Okla.","District",11
7,"Fitzgerald, James Martin","1974-12-02","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1989-01-01","2011-04-03","D. Alaska","District",11
8,"Flaum, Joel","1974-11-18","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1983-06-01","4712-12-31","N.D. Ill.","District",11
9,"Gerry, John F.","1974-11-18","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1994-10-01","1995-03-10","D.N.J.","District",11
10,"Sessions, William S.","1974-12-11","1974-12-19",NA,"Gerald Ford","1974-01-01","1974-12-20","1987-11-01","4712-12-31","W.D. Tex.","District",11
11,"Torruella, Juan R.","1974-11-18","1974-12-18",NA,"Gerald Ford","1974-01-01","1974-12-20","1984-10-30","4712-12-31","D.P.R.","District",11
12,"Elfvin, John T.","1974-12-09","1974-12-20",NA,"Gerald Ford","1974-01-01","1974-12-21","1987-07-01","2009-01-06","W.D.N.Y.","District",11
13,"Kirkland Sr., Alfred Younges","1974-12-11","1974-12-19",NA,"Gerald Ford","1974-01-01","1974-12-21","1979-04-30","2004-03-19","N.D. Ill.","District",11
14,"Bramwell, Henry","1974-12-11","1974-12-20",NA,"Gerald Ford","1974-01-01","1974-12-26","1987-10-01","2010-05-28","E.D.N.Y.","District",11
15,"Brotman, Stanley","1975-01-27","1975-03-13",NA,"Gerald Ford","1974-01-01","1975-03-14","1990-04-23","2014-02-21","D.N.J.","District",14
16,"O'Conor Jr., Robert J.","1975-03-17","1975-04-24",NA,"Gerald Ford","1974-01-01","1975-04-25","1984-09-30","4712-12-31","S.D. Tex.","District",15
17,"Wong, Dick Yin","1975-03-17","1975-04-24",NA,"Gerald Ford","1974-01-01","1975-04-25","1978-12-26","4712-12-31","D. Haw.","District",15
18,"Stafford Jr., William Henry","1975-04-18","1975-05-12",NA,"Gerald Ford","1974-01-01","1975-05-14","1996-05-31","2018-01-10","N.D. Fla.","District",16
19,"Rogers, Richard Dean","1975-07-15","1975-07-31",NA,"Gerald Ford","1974-01-01","1975-08-05","1989-01-01","2016-11-25","D. Kan.","District",19
20,"Brimmer Jr., Clarence Addison","1975-07-23","1975-09-15",NA,"Gerald Ford","1974-01-01","1975-09-16","2006-09-27","2014-10-23","D. Wyo.","District",20
21,"Shell, Terry Lee","1975-07-25","1975-09-15",NA,"Gerald Ford","1974-01-01","1975-09-16","1978-06-25","4712-12-31","E.D. Ark.W.D. Ark.","District",20
22,"Thompson, Ralph Gordon","1975-09-24","1975-10-09",NA,"Gerald Ford","1974-01-01","1975-10-14","1999-12-16","2007-08-06","W.D. Okla.","District",21
23,"Siler Jr., Eugene Edward","1975-09-19","1975-11-11",NA,"Gerald Ford","1974-01-01","1975-11-13","1991-09-20","4712-12-31","E.D. Ky.W.D. Ky.","District",22
24,"Grady, John Francis","1975-10-20","1975-11-20",NA,"Gerald Ford","1974-01-01","1975-11-21","1994-05-23","2018-01-10","N.D. Ill.","District",22
25,"Haden II, Charles Harold","1975-10-01","1975-11-20",NA,"Gerald Ford","1974-01-01","1975-11-21","2004-03-20","4712-12-31","N.D. W. Va.S.D. W. Va.","District",22
26,"Higginbotham, Patrick","1975-12-02","1975-12-12",NA,"Gerald Ford","1974-01-01","1975-12-12","1982-08-03","4712-12-31","N.D. Tex.","District",23
27,"Leighton, George N.","1975-12-19","1976-02-02",NA,"Gerald Ford","1974-01-01","1976-02-04","1986-02-27","1987-12-01","N.D. Ill.","District",25
28,"Haight Jr., Charles S.","1976-03-02","1976-03-26",NA,"Gerald Ford","1974-01-01","1976-03-29","1995-09-23","2018-01-10","S.D.N.Y.","District",26
29,"Manos, John Michael","1976-03-17","1976-03-26",NA,"Gerald Ford","1974-01-01","1976-03-29","1991-04-01","2006-07-06","N.D. Ohio","District",26
30,"Goettel, Gerard Louis","1976-03-02","1976-03-26",NA,"Gerald Ford","1974-01-01","1976-03-30","1993-08-05","2011-12-19","S.D.N.Y.","District",26
31,"McNagny Jr., Phil McClellan","1975-06-24","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","1981-03-28","4712-12-31","N.D. Ind.","District",28
32,"Pratt, George C.","1976-04-13","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","1982-06-29","4712-12-31","E.D.N.Y.","District",28
33,"Schwartz Jr., Charles","1976-03-23","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","1991-02-28","2012-11-03","E.D. La.","District",28
34,"Sear, Morey Leonard","1976-03-30","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","2000-10-31","2004-09-06","E.D. La.","District",28
35,"Sterling, Ross N.","1976-04-13","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","1988-01-14","4712-12-31","S.D. Tex.","District",28
36,"Takasugi, Robert Mitsuhiro","1976-04-14","1976-05-06",NA,"Gerald Ford","1974-01-01","1976-05-07","1996-09-30","2009-08-04","C.D. Cal.","District",28
37,"Guy Jr., Ralph B.","1976-04-26","1976-05-11",NA,"Gerald Ford","1974-01-01","1976-05-12","1985-10-17","4712-12-31","E.D. Mich.","District",28
38,"Waters Sr., Laughlin Edward","1976-04-26","1076-05-11",NA,"Gerald Ford","1974-01-01","1976-05-12","1986-07-06","2002-06-03","C.D. Cal.","District",28
39,"Cohill Jr., Maurice Blanchard","1976-05-04","1976-05-18",NA,"Gerald Ford","1974-01-01","1976-05-21","1994-11-28","2018-01-10","W.D. Pa.","District",28
40,"Crowley, John Powers","1976-05-18","1976-06-16",NA,"Gerald Ford","1974-01-01","1976-06-16","1981-06-30","4712-12-31","N.D. Ill.","District",29
41,"Richey, Mary Anne","1976-06-02","1976-06-16",NA,"Gerald Ford","1974-01-01","1976-06-16","1983-11-25","4712-12-31","D. Ariz.","District",29
42,"Ackerman, James Waldo","1976-06-18","1976-07-02",NA,"Gerald Ford","1974-01-01","1976-07-02","1979-03-31","4712-12-31","S.D. Ill.","District",30
43,"Ingram, William Austin","1976-06-02","1976-07-23",NA,"Gerald Ford","1974-01-01","1976-07-23","1990-11-15","2002-05-26","N.D. Cal.","District",30
44,"Poole, Cecil F.","1976-06-18","1976-07-23",NA,"Gerald Ford","1974-01-01","1976-07-23","1980-03-31","4712-12-31","N.D. Cal.","District",30
45,"Schwarzer, William","1976-06-02","1976-07-23",NA,"Gerald Ford","1974-01-01","1976-07-23","1991-04-30","2017-01-28","N.D. Cal.","District",30
46,"Callister, Marion Jones","1976-07-19","1976-08-26",NA,"Gerald Ford","1974-01-01","1976-09-01","1989-06-06","1997-06-24","D. Idaho","District",32
47,"Copenhaver Jr., John Thomas","1976-08-26","1976-09-01",NA,"Gerald Ford","1974-01-01","1976-09-03","2018-01-10","4712-12-31","S.D. W. Va.","District",32
48,"Williams, Glen Morgan","1976-09-08","1976-09-17",NA,"Gerald Ford","1974-01-01","1976-09-17","1988-11-21","2012-11-04","W.D. Va.","District",32
49,"Aronovitz, Sidney M.","1976-08-04","1976-09-17",NA,"Gerald Ford","1974-01-01","1976-09-21","1988-10-31","1997-01-08","S.D. Fla.","District",32
50,"Davis, W. Eugene","1976-08-05","1976-09-17",NA,"Gerald Ford","1974-01-01","1976-09-21","1983-12-09","4712-12-31","W.D. La.","District",32
51,"Broderick, Vincent L.","1976-08-26","1976-09-23",NA,"Gerald Ford","1974-01-01","1976-10-04","1988-12-01","1995-03-03","S.D.N.Y.","District",33
52,"Munson, Howard G.","1976-08-26","1976-09-23",NA,"Gerald Ford","1974-01-01","1976-10-04","1990-11-05","2008-10-05","N.D.N.Y.","District",33
1,"MacKinnon, George","1969-04-23","1969-05-05",NA,"Richard Nixon","1969-01-01","1969-05-06","1983-05-20","1995-05-01","D.C.","District",4
2,"Robb, Roger","1969-04-23","1969-05-05",NA,"Richard Nixon","1969-01-01","1969-05-06","1982-05-31","1985-12-19","D.C.","District",4
3,"Carswell, G. Harrold","1969-05-12","1969-06-19",NA,"Richard Nixon","1969-01-01","1969-06-20","1970-04-20","4712-12-31","Fifth","District",5
4,"Wright, Eugene Allen","1969-06-23","1969-09-12",NA,"Richard Nixon","1969-01-01","1969-09-15","1983-09-15","2002-09-03","Ninth","District",8
5,"Kilkenny, John","1969-05-12","1969-09-12",NA,"Richard Nixon","1969-01-01","1969-09-16","1971-11-01","1995-02-17","Ninth","District",8
6,"Trask, Ozell Miller","1969-06-26","1969-09-12",NA,"Richard Nixon","1969-01-01","1969-09-16","1979-10-31","1984-05-05","Ninth","District",8
7,"Adams, Arlin M.","1969-09-22","1969-10-01",NA,"Richard Nixon","1969-01-01","1969-10-02","1987-01-02","4712-12-31","Third","District",9
8,"Clark, Charles","1969-10-07","1969-10-15",NA,"Richard Nixon","1969-01-01","1969-10-17","1992-01-15","4712-12-31","Fifth","District",9
9,"Brooks, Henry Luesing","1969-08-13","1969-12-10",NA,"Richard Nixon","1969-01-01","1969-12-11","1971-12-30","4712-12-31","Sixth","District",11
10,"Gibbons, John Joseph","1969-12-05","1969-12-17",NA,"Richard Nixon","1969-01-01","1969-12-18","1990-01-15","4712-12-31","Third","District",11
11,"Ingraham, Joe McDonald","1969-12-02","1969-12-17",NA,"Richard Nixon","1969-01-01","1969-12-18","1973-07-31","1990-05-27","Fifth","District",11
12,"Wilkey, Malcolm Richard","1970-02-16","1970-02-24",NA,"Richard Nixon","1969-01-01","1970-02-25","1984-12-06","1985-11-08","D.C.","District",13
13,"Pell Jr., Wilbur Frank","1970-01-23","1970-04-23",NA,"Richard Nixon","1969-01-01","1970-04-24","1984-07-31","2000-09-25","Seventh","District",15
14,"Miller, William Ernest","1970-03-03","1970-06-26",NA,"Richard Nixon","1969-01-01","1970-07-08","1976-04-12","4712-12-31","Sixth","District",18
15,"Rosenn, Max","1970-09-03","1970-10-06",NA,"Richard Nixon","1969-01-01","1970-10-07","1981-01-21","2006-02-07","Third","District",21
16,"McWilliams Jr., Robert Hugh","1970-09-22","1970-10-08",NA,"Richard Nixon","1969-01-01","1970-10-14","1984-08-31","2013-04-10","Tenth","District",21
17,"Stevens, John Paul","1970-09-22","1970-10-08",NA,"Richard Nixon","1969-01-01","1970-10-14","1975-12-18","4712-12-31","Seventh","District",21
18,"Roney, Paul Hitch","1970-10-07","1970-10-13",NA,"Richard Nixon","1969-01-01","1970-10-16","1981-10-01","4712-12-31","Fifth","District",21
19,"Ross, Donald Roe","1970-11-30","1970-12-11",NA,"Richard Nixon","1969-01-01","1970-12-12","1987-06-13","2013-12-18","Eighth","District",23
20,"Kent, W. Wallace","1970-12-08","1970-12-16",NA,"Richard Nixon","1969-01-01","1970-12-18","1973-05-28","4712-12-31","Sixth","District",23
21,"Barrett, James Emmett","1971-03-25","1971-04-21",NA,"Richard Nixon","1969-01-01","1971-04-23","1987-04-08","2011-11-07","Tenth","District",27
22,"Choy, Herbert","1971-04-07","1971-04-21",NA,"Richard Nixon","1969-01-01","1971-04-23","1984-10-03","2004-03-10","Ninth","District",27
23,"Russell, Donald S.","1971-04-07","1971-04-21",NA,"Richard Nixon","1969-01-01","1971-04-23","1998-02-22","4712-12-31","Fourth","District",27
24,"Sprecher, Robert Arthur","1971-03-29","1971-04-21",NA,"Richard Nixon","1969-01-01","1971-04-23","1982-05-15","4712-12-31","Seventh","District",27
25,"Doyle, William Edward","1971-03-25","1971-04-21",NA,"Richard Nixon","1969-01-01","1971-04-26","1984-12-28","1986-05-02","Tenth","District",27
26,"Mansfield, Walter R.","1971-04-26","1971-05-20",NA,"Richard Nixon","1969-01-01","1971-05-20","1981-07-02","1987-01-08","Second","District",28
27,"Mulligan, William Hughes","1971-04-26","1971-05-20",NA,"Richard Nixon","1969-01-01","1971-05-27","1981-03-31","4712-12-31","Second","District",28
28,"Oakes, James L.","1971-05-03","1971-05-20",NA,"Richard Nixon","1969-01-01","1971-05-27","1992-06-30","2007-10-13","Second","District",28
29,"Stephenson, Roy Laverne","1971-06-01","1971-06-18",NA,"Richard Nixon","1969-01-01","1971-06-22","1982-04-01","1982-11-05","Eighth","District",29
30,"Timbers, William H.","1971-05-13","1971-07-29",NA,"Richard Nixon","1969-01-01","1971-07-29","1981-07-10","1994-11-26","Second","District",30
31,"Field Jr., John A.","1971-09-08","1971-09-21",NA,"Richard Nixon","1969-01-01","1971-09-22","1976-04-01","1995-12-16","Fourth","District",32
32,"Rosen, James","1971-07-19","1971-09-21",NA,"Richard Nixon","1969-01-01","1971-09-22","1972-11-18","4712-12-31","Third","District",32
33,"Hunter III, James","1971-07-19","1971-09-21",NA,"Richard Nixon","1969-01-01","1971-09-23","1986-06-30","1989-02-10","Third","District",32
34,"Goodwin, Alfred","1971-11-03","1971-11-23",NA,"Richard Nixon","1969-01-01","1971-11-30","1991-01-31","2018-01-10","Ninth","District",34
35,"Wallace, John Clifford","1972-05-22","1972-06-28",NA,"Richard Nixon","1969-01-01","1972-06-28","1996-04-08","2018-01-10","Ninth","District",41
36,"Campbell, Levin H.","1972-06-15","1972-06-28",NA,"Richard Nixon","1969-01-01","1972-06-30","1992-01-03","2018-01-10","First","District",41
37,"Lively, Pierce","1972-09-12","1972-10-03",NA,"Richard Nixon","1969-01-01","1972-10-05","1989-01-01","2016-03-12","Sixth","District",45
38,"Widener Jr., Hiram Emory","1972-09-25","1972-10-12",NA,"Richard Nixon","1969-01-01","1972-10-17","2007-07-17","2007-09-19","Fourth","District",45
39,"Weis Jr., Joseph F.","1973-02-13","1973-03-14",NA,"Richard Nixon","1969-01-01","1973-03-15","1988-04-01","2014-03-19","Third","District",50
40,"Gee, Thomas Gibbs","1973-06-11","1973-07-13",NA,"Richard Nixon","1969-01-01","1973-07-18","1991-02-01","4712-12-31","Fifth","District",54
41,"Webster, William H.","1973-06-13","1973-07-13",NA,"Richard Nixon","1969-01-01","1973-07-18","1978-02-22","4712-12-31","Eighth","District",54
42,"Garth, Leonard I.","1973-07-19","1973-08-03",NA,"Richard Nixon","1969-01-01","1973-08-06","1986-06-30","2016-09-22","Third","District",55
43,"Sneed III, Joseph Tyree","1973-07-25","1973-08-03",NA,"Richard Nixon","1969-01-01","1973-08-24","1987-07-21","2008-02-09","Ninth","District",55
44,"Engel Jr., Albert J.","1973-12-05","1973-12-13",NA,"Richard Nixon","1969-01-01","1973-12-19","1989-10-01","2013-04-05","Sixth","District",59
45,"Tone, Philip Willis","1974-04-22","1974-05-06",NA,"Richard Nixon","1969-01-01","1974-05-14","1980-04-30","4712-12-31","Seventh","District",64
NA,"Ainsworth, Jr., Robert Andrew",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-09-22","1966-08-31",NA,NA,"District",8
NA,"Allgood, Clarence W.",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-10-05","1973-01-09","1991-11-30",NA,"District",9
NA,"Augelli, Anthony Thomas",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-09-22","1972-04-01","1974-08-31",NA,"District",8
NA,"Austin, Richard Bevan",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-08-15","1975-10-10","1977-02-07",NA,"District",7
NA,"Barrow, Allen Edward",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-08-02","1979-02-26",NA,NA,"District",19
NA,"Battisti, Frank J.",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-09-22","1994-04-01","1994-10-19",NA,"District",8
NA,"Beamer, George N.",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-04-12","1974-10-21",NA,NA,"District",15
NA,"Becker, William Henry",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-09-18","1977-02-08","1992-02-02",NA,"District",8
NA,"Beeks, William Trulock",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-08-15","1973-05-31","1988-12-30",NA,"District",7
NA,"Blumenfeld, Mosher Joseph",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-08-15","1977-01-20","1988-11-05",NA,"District",7
NA,"Body, Ralph C.",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-04-04","1972-05-30","1973-06-02",NA,"District",15
NA,"Bohanon, Luther Lee",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-08-30","1974-08-02","2003-07-18",NA,"District",7
NA,"Bonsal, Dudley Baldwin",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-10-05","1976-12-06","1995-07-22",NA,"District",9
NA,"Brewster, Leo",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-10-05","1973-11-01","1979-11-27",NA,"District",9
NA,"Brown, Bailey",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-08-21","1979-09-26",NA,NA,"District",7
NA,"Brown, Wesley E.",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-04-04","1979-09-01","2012-01-23",NA,"District",15
NA,"Butzner, Jr., John Decker",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-06-20","1967-08-01",NA,NA,"District",17
NA,"Cannella, John Matthew",NA,NA,NA,"John F. Kennedy","1961-01-01","1963-07-03","1977-12-31","1996-10-30",NA,"District",30
NA,"Carr, Charles Hardy",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-08-14","1973-08-18","1976-03-13",NA,"District",19
NA,"Clarie, T. Emmet",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-09-18","1983-01-01","1997-09-24",NA,"District",8
NA,"Cohen, Mitchell Harry",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-08-02","1974-09-11","1991-01-07",NA,"District",19
NA,"Coolahan, James Aloysius",NA,NA,NA,"John F. Kennedy","1961-01-01","1962-04-07","1974-06-01","1986-07-16",NA,"District",15
NA,"Cooper, Irving Ben",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-10-05","1972-02-07","1996-09-17",NA,"District",9
NA,"Cox, William Harold",NA,NA,NA,"John F. Kennedy","1961-01-01","1961-06-30","1982-10-04","1988-02-25",NA,"District",5
NA,"Craig, Walter Early",NA,NA,NA,"John F. Kennedy","1961-01-01","1963-10-02","1979-10-01","1986-06-29",NA,"District",33
