"Date_Nominated","Name_of_Nominee","Court_to_Which_Nominated","President","Congress","ABA_Rating"
"8/3/2017","Coggins, Donald C. Jr.","USDC: District of South Carolina","Trump",115,"WQ"
"8/3/2017","Doughty, Terry A.","USDC: Western District of Louisiana","Trump",115,"WQsm/Qmin"
"8/3/2017","Grasz, Leonard Steven","Eighth Circuit","Trump",115,"NQ"
"8/3/2017","Quattlebaum, Marvin Jr.","USDC: District of South Carolina","Trump",115,"WQ"
"8/3/2017","Wier, Robert Earl","USDC: Eastern District of Kentucky","Trump",115,"WQ"
"8/3/90","Hamilton, Jean C.","USDC: Eastern District of Missouri","H.W. Bush",101,"WQ"
"8/3/90","Kent, Samuel B.","USDC: Southern District of Texas","H.W. Bush",101,"WQ"
"8/3/90","Levi, David F.","USDC: Eastern District of California","H.W. Bush",101,"Qm/WQmin"
"8/3/90","Shubb, William B.","USDC: Eastern District of California","H.W. Bush",101,"WQ"
"8/3/90","Taylor, Gary L.","USDC: Central District of California","H.W. Bush",101,"WQ"
"8/3/90","Ware, James","USDC: Northern District of California","H.W. Bush",101,"WQ"
"8/3/99","Tusan, Gail S.","USDC: Northern District of Georgia","Clinton",106,"Q"
"8/31/98","Buttram, Horace Dean Jr.","USDC: Northern District of Alabama","Clinton",105,"Qsm/NQmin"
"8/31/98","Johnson, Inge Prytz","USDC: Northern District of Alabama","Clinton",105,"Q"
"8/4/89","Cyr, Conrad K. (ME)","First Circuit","H.W. Bush",101,"WQ"
"8/4/89","Garbis, Marvin J.","USDC: District of Maryland","H.W. Bush",101,"Q"
"8/4/89","Smith, Rebecca Beach","USDC: Eastern District of Virginia","H.W. Bush",101,"Q"
"8/5/2014","Alonso, Jorge Luis","USDC: Northern District of Illinois","Obama",113,"Qsm/WQmin"
"8/5/2014","Blakey, John Robert","USDC: Northern District of Illinois","Obama",113,"Q"
"8/5/94","Chatigny, Robert N.","USDC: District of Connecticut","Clinton",103,"WQ"
"8/5/94","McConnell, Judith D.","USDC: Southern District of California","Clinton",103,"Qsm/NQmin"
"8/5/99","Battani, Marianne O.","USDC: Eastern District of Michigan","Clinton",106,"WQ"
"8/5/99","Bell, Steven D.","USDC: Northern District of Ohio","Clinton",106,"Q"
"8/5/99","Daniels, George B.","USDC: Southern District of New York","Clinton",106,"WQ"
"8/5/99","Guzman, Ronald A","USDC: Northern District of Illinois","Clinton",106,"Qsm/NQmin"
"8/5/99","Lawson, David M.","USDC: Eastern District of Michigan","Clinton",106,"WQ"
"8/5/99","Williams, Ann Claire (IL)","Seventh Circuit","Clinton",106,"WQ"
"8/5/99","Wynn, James A. Jr. (IL)","Fourth Circuit","Clinton",106,"Q"
"8/6/09","Chen, Edward Milton (see endnote)","USDC: Northern District of California","Obama",111,"WQ"
"8/6/09","Gee, Dolly M.","USDC: Central District of California","Obama",111,"Q"
"8/6/09","Seeborg, Richard","USDC: Northern District of California","Obama",111,"WQ"
"8/6/09","Stranch, Jane Branstetter (TN)","Sixth Circuit","Obama",111,"Qsm/WQmin"
"8/6/09","Vanaskie, Thomas I. (PA)","Third Circuit","Obama",111,"WQ"
"8/6/93","Brinkema, Leonie M.","USDC: Eastern District of Virginia","Clinton",103,"WQ"
"8/6/93","Chasanow, Debra K.","USDC: District of Maryland","Clinton",103,"WQ"
"8/6/93","Coffman, Jennifer B.","USDC: Eastern District of Kentucky","Clinton",103,"WQ"
"8/6/93","Daughtrey, Martha Craig  (TN)","Sixth Circuit","Clinton",103,"WQ"
"8/6/93","Leval, Pierre Nelson  (NY)","Second Circuit","Clinton",103,"WQ"
"8/6/93","Messitte, Peter J.","USDC: District of Maryland","Clinton",103,"WQ"
"8/6/93","Michael, M. Blane  (WV)","Fourth Circuit","Clinton",103,"WQ"
"8/6/93","Piersol, Lawrence Leroy","USDC: District of South Dakota","Clinton",103,"WQ"
"8/6/93","Shanahan, Thomas Michael","USDC: District of Nebraska","Clinton",103,"Qsm/WQmin"
"8/6/93","Trager, David G.","USDC: Eastern District of New York","Clinton",103,"WQ"
"8/6/93","Vazquez, Martha A.","USDC: District of New Mexico","Clinton",103,"WQsm/Qmin"
"8/6/93","Williams, Alexander Jr.","USDC: District of Maryland","Clinton",103,"NQsm/Qmin"
"8/6/93","Wilson, William R. Jr.","USDC: Eastern District of Arkansas","Clinton",103,"WQ"
"8/6/96","Pratt, Robert","USDC: Southern District of Iowa","Clinton",104,"Q"
"8/7/92","Kostelka, Robert","USDC: Western District of Louisiana","H.W. Bush",102,"Qsm/NQmin"
"9/10/01","(a/k/a D. Brooks Smith)","Third Circuit","W. Bush",107,"WQ"
"9/10/01","Blackburn, Robert E.","USDC: District of Colorado","W. Bush",107,"WQsm/Qmin"
"9/10/01","Bury, David C.","USDC: District of Arizona","W. Bush",107,"Qsm/NQmin"
"9/10/01","Jorgenson, Cindy K.","USDC: District of Arizona","W. Bush",107,"WQ"
"9/10/01","Kreiger, Marcia S.","USDC: District of Colorado","W. Bush",107,"WQsm/Qmin"
"9/10/01","Leon, Richard J.","USDC: District of the District of","W. Bush",107,"WQ"
"9/10/01","Mahan, James C.","USDC: District of Nevada","W. Bush",107,"WQsm/Qmin"
"9/10/01","Martone, Frederick J.","USDC: District of Arizona","W. Bush",107,"Qsm/NQmin"
"9/10/01","Robinson, Julie A.","USDC: District of Kansas","W. Bush",107,"WQ"
"9/10/04","Cox, Sean F.","U.S.D.C: Eastern District of Michigan","W. Bush",108,"WQ"
"9/11/2017","Counts, Walter David III","USDC: Western District of Texas","Trump",115,"WQ"
"9/11/2017","Petersen, Matthew Spencer","USDC: District of Columbia","Trump",115,"Q"
"9/11/90","Loken, James B. (MN)","Eighth Circuit","H.W. Bush",101,"WQm/Qmin"
"9/11/91","Edmunds, Nancy G.","USDC: Eastern District of Michigan","H.W. Bush",102,"WQ"
"9/11/91","McDade, Joe B.","USDC: Central District of Illinois","H.W. Bush",102,"WQ"
"9/11/91","McKeague, David W.","USDC: Western District of Michigan","H.W. Bush",102,"Qsm/NQmin"
"9/11/91","Van Antwerpen, Franklin S.","Third Circuit","H.W. Bush",102,"WQ"
"9/12/00","Achelpohl, Steven E.","USDC: District of Nebraska","Clinton",106,"WQm/Qmin"
"9/12/02","Erickson, Ralph R.","USDC: District of North Dakota","W. Bush",107,"Qsm/NQmin"
"9/12/02","Ludington, Thomas L.","USDC: Eastern District of Michigan","W. Bush",107,"WQ"
"9/12/02","Quarles, William D. Jr.","USDC: District of Maryland","W. Bush",107,"WQsm/Qmin"
"9/12/89","Plager, S. (Sheldon) Jay (IN)","Federal Circuit","H.W. Bush",101,"Qsm/WQmin"
"9/12/91","Scullin, Frederick J. Jr.","USDC: Northern District of New York","H.W. Bush",102,"Q"
"9/13/00","Anderson, Richard W.","USDC: District of Montana","Clinton",106,"WQ"
"9/13/06","Hardiman, Thomas R. (PA)","Third Circuit","W. Bush",109,"WQ"
"9/13/10","2Butler, Louis Bennett Jr.","USDC: Western District of Wisconsin","Obama",111,"WQ"
"9/13/10","3Chatigny, Robert Neil (CT)","Second Circuit","Obama",111,"WQ"
"9/13/10","4Chen, Edward Milton","USDC: Northern District of California","Obama",111,"WQ"
"9/13/10","5Liu, Goodwin (CA)","Ninth Circuit","Obama",111,"WQ"
"9/13/10","6McConnell,  John J. Jr.","USDC: District of Rhode Island","Obama",111,"Qsm/NQmin"
"9/13/2016","Gujarati, Diane","USDC: Eastern District of New York","Obama",114,"WQ"
"9/13/89","Nelson, Edwin Levon","USDC: Northern District of Alabama","H.W. Bush",101,"Q"
"9/13/89","Van Bebber, George Thomas","USDC: District of Kansas","H.W. Bush",101,"WQ"
"9/14/00","Lieberman, Stephen B.","USDC: Eastern District of Pennsylvania","Clinton",106,"Q"
"9/14/09","Keenan, Barbara Milano (VA)","Fourth Circuit","Obama",111,"WQ"
"9/14/94","Chesney, Maxine Mackler","USDC: Northern District of California","Clinton",103,"WQ"
"9/14/94","Moore-Silver, Roslyn O.","USDC: District of Arizona","Clinton",103,"WQ"
"9/14/94","Moore, Karen Nelson  (OH)","Sixth Circuit","Clinton",103,"Qsm/WQmin"
"9/14/94","Robertson, James","USDC: District of the District of Columbia","Clinton",103,"WQ"
"9/14/94","Russell, Thomas Banister","USDC: Western District of Kentucky","Clinton",103,"WQ"
"9/14/94","Stein, Sidney H.","USDC: Southern District of New York","Clinton",103,"WQ"
"9/14/94","Thompson, Alvin W.","USDC: District of Connecticut","Clinton",103,"Qsm/WQmin"
"9/14/94","Walls, William H.","USDC: District of New Jersey","Clinton",103,"Q"
"9/15/04","Seabright, J. Michael","U.S.D.C: District of Hawaii","W. Bush",108,"WQsm/Qmin"
"9/15/2015","Ebinger, Rebecca Goodgame","USDC: Southern District of Iowa","Obama",114,"Q"
"9/15/97","Story, Richard W.","USDC: Northern District of Georgia","Clinton",105,"WQm/Qmin"
"9/16/98","Hibbler, William J.","USDC: Northern District of Illinois","Clinton",105,"Q"
"9/16/98","Kennelly, Matthew F.","USDC: Northern District of Illinois","Clinton",105,"WQ"
"9/17/92","Payne, James H.","USDC: Eastern District of Oklahoma","H.W. Bush",102,"WQ"
"9/17/99","Lewis, Kathleen McCree (MI)","Sixth Circuit","Clinton",106,"WQ"
"9/17/99","Moreno, Enrique (TX)","Fifth Circuit","Clinton",106,"WQ"
"9/18/03","Karas, Kenneth M.","USDC: Southern District of New York","W. Bush",108,"WQsm/Qmin"
"9/18/2014","Azrack, Joan Marie","USDC: Eastern District of New York","Obama",113,"WQ"
"9/18/2014","Bennett, Alfred H.","USDC: Southern District of Texas","Obama",113,"Q"
"9/18/2014","Biggs, Loretta Copeland","USDC: Middle District of North Carolina","Obama",113,"Q"
"9/18/2014","Dillon, Elizabeth K.","USDC: Western District of Virginia","Obama",113,"WQsm/Qmin"
"9/18/2014","Hanks, George C., Jr.","USDC: Southern District of Texas","Obama",113,"WQ"
"9/18/2014","Olvera, Jose Rolando., Jr.","USDC: Southern District of Texas","Obama",113,"WQm/Qmin"
"9/18/2014","Parrish, Jill N.","USDC: District of Utah","Obama",113,"WQ"
"9/19/94","Lynch, Sandra Lea  (MA)","First Circuit","Clinton",103,"WQ"
"9/20/94","O'Malley, Kathleen M.","USDC: Northern District of Ohio","Clinton",103,"WQsm/Qmin"
"9/20/99","Eaton, Richard K.","Court of International Trade","Clinton",106,"Q"
"9/21/01","Land, Clay D.","USDC: Middle District of Georgia","W. Bush",107,"WQm/Qmin"
"9/21/89","Lindberg, George W.","USDC: Northern District of Illinois","H.W. Bush",101,"Qsm/NQmin"
"9/21/89","Walker, John M. Jr. (NY)","Second Circuit","H.W. Bush",101,"WQ"
"9/21/89","Wright, Susan Webber","USDC: Eastern/Western District of Arkansas","H.W. Bush",101,"Q"
"9/22/94","Holmes, Sven E.","USDC: Northern District of Oklahoma","Clinton",103,"Q"
"9/22/94","Miles-LaGrange, Vicki","USDC: Western District of Oklahoma","Clinton",103,"Qsm/WQmin"
"9/22/94","Snodgrass, John D.","USDC: Northern District of Alabama","Clinton",103,"Q"
"9/22/98","Trauger, Aleta A.","USDC: Middle District of Tennessee","Clinton",105,"WQ"
"9/22/99","Lyons, James M. (CO)","Tenth Circuit","Clinton",106,"WQ"
"9/22/99","Pisano, Joel A.","USDC: District of New Jersey","Clinton",106,"WQ"
"9/22/99","Snyder, Allen Roger (MD)","DC Circuit","Clinton",106,"WQ"
"9/23/03","Guirola, Louis Jr.","USDC: Southern District of Mississippi","W. Bush",108,"WQ"
"9/23/03","Herrera, Judith C.","USDC: District of New Mexico","W. Bush",108,"WQsm/Qmin"
"9/23/91","Merryday, Steven D.","USDC: Middle District of Florida","H.W. Bush",102,"Qsm/NQmin"
"9/23/91","Roll, John M.","USDC: District of Arizona","H.W. Bush",102,"Q"
"9/23/94","Toole, Patrick J. Jr.","USDC: Middle District of Pennsylvania","Clinton",103,"Qsm/NQmin"
"9/24/90","Wanger, Oliver W.","USDC: Eastern District of California","H.W. Bush",101,"WQ"
"9/24/92","O’Toole, George A. Jr.","USDC: District of Massachusetts","H.W. Bush",102,"WQ"
"9/24/97","Steeh, Geroge C. III","USDC: Eastern District of Michigan","Clinton",105,"WQm/Qmin"
"9/24/97","Tarnow, Arthur J.","USDC: Eastern District of Michigan","Clinton",105,"Qsm/NQmin"
"9/25/93","Barkett, Rosemary  (FL)","Eleventh Circuit","Clinton",103,"WQ"
"9/25/93","Jackson, Raymond A.","USDC: Eastern District of Virginia","Clinton",103,"WQm/Qmin"
"9/25/93","Seybert, Joanna","USDC: Eastern District of New York","Clinton",103,"Q"
"9/25/97","Marcus, Stanley (FL)","Eleventh Circuit","Clinton",105,"WQsm/Qmin"
"9/26/08","Simon, Philip P.  (ID)","Seventh Circuit","W. Bush",110,"WQ"
"9/28/2017","Nielson, Howard C. Jr","USDC: District of Utah","Trump",115,"Qsm/NQmin"
"9/28/98","Munson, Alex R.","USDC: District of the Northern Mariana Islands","Clinton",105,"WQ"
"9/28/99","Ambro, Thomas L. (DE)","Third Circuit","Clinton",106,"WQsm/Qmin"
"9/28/99","Linn, Richard (VA)","Federal Circuit","Clinton",106,"Q"
"9/29/03","Gruender, Raymond W. (MO)","Eighth Circuit","W. Bush",108,"Q"
"9/29/03","Haynes, William James II (VA)","Fourth Circuit","W. Bush",108,"WQsm/Qmin"
"9/29/06","Osteen, William Lindsey Jr.","USDC: Middle District of North Carolina","W. Bush",109,"WQsm/Qmin"
"9/29/06","Reidinger, Martin Karl","USDC: Western District of North Carolina","W. Bush",109,"WQsm/Qmin"
"9/29/06","Schroeder, Thomas D.","USDC: Middle District of North Carolina","W. Bush",109,"WQsm/Qmin"
"9/29/10","D'Agostino, Mae Avila","USDC: Northern District of New York","Obama",111,"WQ"
"9/29/10","Halligan, Caitlin Joan (NY)","DC Circuit","Obama",111,"WQ"
"9/29/10","Jackson, Richard Brooke","USDC: District of Colorado","Obama",111,"WQ"
"9/29/10","Reyna, Jimmie V. (MD)","Federal Circuit","Obama",111,"WQ"
"9/29/95","Gaughan, Patricia A.","USDC: Northern District of Ohio","Clinton",104,"WQ"
"9/29/95","Lenard, Joan A.","USDC: Southern District of Florida","Clinton",104,"Q"
"9/29/95","Sundram, Clarence J.","USDC: Northern District of New York","Clinton",104,"Qsm/NQmin"
"9/30/09","Butler, Louis Bennett Jr. (see endnote)","USDC: Western District of Wisconsin","Obama",111,"WQ"
"9/4/97","Kimball, Dale A.","USDC: District of Utah","Clinton",105,"WQ"
"9/4/97","Shea, Edward F.","USDC: Eastern District of Washington","Clinton",105,"Q"
"9/5/06","Boyle, Terrence William (NC)","Fourth Circuit","W. Bush",109,"Qsm/WQmin"
"9/5/06","Ozerden, Halil Suleyman","USDC: Southern District of Mississippi","W. Bush",109,"Q"
"9/5/06","Smith, Norman Randy (ID)","Ninth Circuit","W. Bush",109,"WQ"
"9/5/06","Wallace, Michael Brunson (MS)","Fifth Circuit","W. Bush",109,"NQ"
"9/5/06","Wright, Otis D. II","USDC: Central District of California","W. Bush",109,"Q"
"9/5/06","Wu, George H.","USDC: Central District of California","W. Bush",109,"WQ"
"9/5/95","Garland, Merrick Brian (MD)","DC Circuit","Clinton",104,"WQ"
"9/5/96","Middlebrooks, Donald M.","USDC: Southern District of Florida","Clinton",104,"WQ"
"9/6/07","Anderson, Stanley Thomas","USDC: Western District of Tennessee","W. Bush",110,"Q"
"9/6/07","Getchell, E. Duncan Jr. (VA)","Fourth Circuit","W. Bush",110,""
"9/6/07","Matthews, Steve A. (SC)","Fourth Circuit","W. Bush",110,"Qsm/NQmin"
"9/6/07","Mendez, John A.","USDC: Eastern District of California","W. Bush",110,"WQsm/Qmin"
"9/6/2016","Qureshi, Abid Riaz","USDC: District of Columbia","Obama",114,"Q"
"9/7/04","Crotty, Paul A","USDC: Southern District of New York","W. Bush",108,"WQ"
"9/7/2017","Baker, R. Stan","USDC: Southern District of Georgia","Trump",115,"WQ"
"9/7/2017","Broomes, John W.","USDC: District of Kansas","Trump",115,"Q"
"9/7/2017","Jennings, Rebecca Grady","USDC: Western District of Kentucky","Trump",115,"Q"
"9/7/2017","Mateer, Jeff","USDC: Eastern District of Texas","Trump",115,"Qsm/NQmin"
"9/7/2017","Rodriguez, Fernando Jr.","USDC: Southern District of Texas","Trump",115,"Q"
"9/7/2017","Scholer, Karen Gren","USDC: Northern District of Texas","Trump",115,"WQsm/Qmin"
"9/7/2017","Talley, Brett Joseph","USDC: Middle District of Alabama","Trump",115,"NQ"
"9/7/89","Walker, Vaughn R.","USDC: Northern District of California","H.W. Bush",101,"Qm/WQmin"
"9/8/2014","Davidson, Jeanne Evelyn","US Court of International Trade","Obama",113,"WQ"
"9/8/2014","Gilliam, Haywood Stirling, Jr.","USDC: Northern District of California","Obama",113,"WQsm/Qmin"
"9/8/97","Adelman, Lynn S.","USDC: Eastern District of Wisconsin","Clinton",105,"Q"
"9/8/97","Fogel, Jeremy D.","USDC: Northern District of California","Clinton",105,"WQsm/Qmin"
"9/9/08","Davis, J. Mac","USDC: Western District of Wisconsin","W. Bush",110,"Qm/WQmin"
"9/9/08","Preska, Loretta A. (NY)","Second Circuit","W. Bush",110,"WQ"
"9/9/2015","Connors, Clare E.","USDC: District of Hawaii","Obama",114,"WQ"
"9/9/2015","Gallagher, Stephanie A.","USDC: District of Maryland","Obama",114,"WQ"
"9/9/2015","McElroy, Mary S.","USDC: District of Rhode Island","Obama",114,"Q"
"9/9/92","Barbadoro, Paul J.","USDC: District of New Hampshire","H.W. Bush",102,"WQ"
"9/9/92","Dorr, Richard E.","USDC: Western District of Missouri","H.W. Bush",102,"Qsm/NQmin"
"9/9/92","Lewis, Timothy K. (PA)","Third Circuit","H.W. Bush",102,"Qsm/WQmin"
"9/9/92","McAuliffe, Steven J.","USDC: District of New Hampshire","H.W. Bush",102,"WQ"
"9/9/92","Prince, Walter B.","USDC: District of Massachusetts","H.W. Bush",102,"WQ"
"9/9/98","Seymour, Margaret B.","USDC: District of South Carolina","Clinton",105,"WQ"
"NOMINATED","NAME OF
NOMINEE","COURT TO WHICH
NOMINATED","Obama",113,"ABA/RATINGABA/RATINGABA/RATINGABA/RATINGABA/RATINGABA/RATINGABA/RATINGABA/RATING"
